Program,site_id,Site Name,Site ID OPSEL,Opsel,Penyedia MSS,Paket Penyedia MSS,Provinsi,Kabupaten,Kecamatan,Desa,latitude,longitude,radius_km,Transmisi,BW,K2-K3 Kategori,Availability,Accessibility,Retainability,Traffic Total,User,Problem Availability,Sub Problem Category
BTS 4G,PAP3553,WAIM,ZZT049,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,SARMI,PANTAI BARAT,WAIM,-1.735415,138.422537,3,VSAT,4,K2 : Overlap Sebagian,99.99,98.17,98.57,762780.49,20-30,-,-
BTS 4G,PAP3207,SEKOM,ZZT028,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,MULIAMA,SEKOM,-3.969761,138.789785,3,VSAT,2,No overlapping Issue,99.93,98.67,99.01,1043477.59,20-30,-,-
BTS 4G,PAP4505,SALEMO,ZZT186,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,KARU,SALEMO,-3.857454,138.618436,3,VSAT,2,No overlapping Issue,99.98,99.49,84.82,53274.1,5-10,-,-
BTS 4G,PAP7621,WAMETKAPA,ZZV756,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,BOVEN DIGOEL,WAROPKO,WAMETKAPA,-5.588452,140.951391,3,VSAT,4,No overlapping Issue,99.88,99.6,99.41,440722.44,20-30,-,-
BTS 4G,MLU00237,MADAK II,ZZX298,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,MADAK II,-3.475622,130.734785,3,VSAT,4,No overlapping Issue,99.95,99.08,94.13,359466.44,30-50,-,-
BTS 4G,MLA00152,JERET,ZZY111,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA TIMUR,JERET,-0.506588,127.230276,3,VSAT,6,No overlapping Issue,99.97,98.89,98.52,1586470.29,>100,-,-
BTS 4G,MLA00178,SAMAT,ZZY137,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA SELATAN,GANE BARAT UTARA,SAMAT,-0.086054,127.697807,3,VSAT,6,No overlapping Issue,99.64,99.56,97.98,1346326.92,20-30,-,-
BTS 4G,PAP6046,WOBOYO,ZZV412,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,TUBANG,WOBOYO,-7.958451,139.1556,3,VSAT,4,No overlapping Issue,99.97,99.95,99.88,485879.3,10-20,-,-
BTS 4G,PAP3167,LAPEYO,ZZT359,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,TAGIME,LAPEYO,-3.825118,138.716778,3,VSAT,2,No overlapping Issue,99.91,99.84,99.71,948685.02,30-50,-,-
BTS 4G,PAP7067,KOBETA,ZZV616,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,SYAHCAME,KOBETA,-7.004774,139.612047,3,VSAT,4,No overlapping Issue,99.91,99.78,99.25,412928.73,10-20,-,-
BTS 4G,PAP4016,BIELEME,ZZT160,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,ANAWI,BIELEME,-3.714302,138.508972,3,VSAT,2,K1 : Tidak Overlap,99.99,99.88,99.69,480476.82,20-30,-,-
BTS 4G,PAP3156,KUMUDLUK,ZZT352,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,KORAGI,KUMUDLUK,-3.849804,138.780819,3,VSAT,2,No overlapping Issue,99.98,99.68,99.78,275669.78,20-30,-,-
BTS 4G,MLU00208,BANGGOI,ZZX266,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,SERAM BAGIAN TIMUR,BULA BARAT,BANGGOI,-3.01764,130.263728,3,VSAT,4,K1 : Tidak Overlap,99.98,99.64,99.54,1456172.07,30-50,-,-
BTS 4G,MLU00357,LATALOLA KECIL,ZZX414,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,PULAU MASELA,LATALOLA KECIL,-8.138675,129.891607,3,VSAT,6,No overlapping Issue,99.84,99.76,99.57,980577.32,30-50,-,-
BTS 4G,MLU00370,UPUHUPUN,ZZX429,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,PULAU WETANG,UPUHUPUN,-7.916016,129.561917,3,VSAT,6,No overlapping Issue,99.93,99.38,99.11,1702275.67,50-80,-,-
BTS 4G,MLU00324,BATUGAJAH,ZZX378,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,MNDONA HIERA,BATUGAJAH,-8.234954,128.969451,3,VSAT,8,No overlapping Issue,99.95,98.6,97.51,1121092.21,50-80,-,-
BTS 4G,MLA00145,KUKUPANG,ZZY104,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA SELATAN,KASIRUTA BARAT,KUKUPANG,-0.52361,127.145884,3,VSAT,6,No overlapping Issue,99.99,99.64,98.56,1514538.16,50-80,-,-
BTS 4G,MLU00209,SILOHAN,ZZX267,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,SERAM BAGIAN TIMUR,BULA BARAT,SILOHAN,-3.015169,130.413718,3,VSAT,4,K1 : Tidak Overlap,99.85,99.72,99.44,958436.66,30-50,-,-
BTS 4G,MLU0094,KILTAY,ZZX487,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,SERAM BAGIAN TIMUR,SERAM TIMUR,KILTAY,-3.912647,131.047724,3,VSAT,4,K1 : Tidak Overlap,99.92,99.81,95.35,1250864.1,30-50,-,-
BTS 4G,MLU00311,KAIWATU,ZZX366,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,PULAU MOA,KAIWATU,-8.120363,127.851731,3,VSAT,4,K1 : Tidak Overlap,100,99.26,94.16,145964.46,50-80,-,-
BTS 4G,PAP6151,DINMOT ARIM,ZZV445,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,IWUR,DINMOT ARIM,-5.18612,140.67201,3,VSAT,2,No overlapping Issue,100,99.92,69.99,501.79,5-10,-,-
BTS 4G,PAP6036,KULER,ZZV409,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,NAUKENJERAI,KULER,-8.677797,140.534773,3,VSAT,4,No overlapping Issue,99.67,99.46,98.61,1753146.98,50-80,-,-
BTS 4G,MLU00390,PURPURA,ZZX451,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,KISAR UTARA,PURPURA,-8.034475,127.198693,3,VSAT,4,K1 : Tidak Overlap,99.99,99.41,98.48,1438523.64,>100,-,-
BTS 4G,PAP4237,YALIPAK,ZZT128,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,PIRIME,YALIPAK,-3.963389,138.528295,3,VSAT,2,No overlapping Issue,99.96,87.76,99.88,414032.53,20-30,-,-
BTS 4G,MLU00286,MAIJURING,ZZX337,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,KEPULAUAN ARU,ARU TENGAH,MAIJURING,-6.022242,134.203654,3,VSAT,4,K1 : Tidak Overlap,99.99,99.74,99.73,1632636.65,30-50,-,-
BTS 4G,MLA00157,BATUTAGA,ZZY116,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA SELATAN,KEPULAUAN BOTANG LOMANG,BATUTAGA,-0.649442,127.343686,3,VSAT,6,No overlapping Issue,99.86,99.71,99.4,706296.68,20-30,-,-
BTS 4G,MLU00316,ILIH,ZZX370,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,MALUKU BARAT DAYA,DAMER,ILIH,-7.105343,128.694256,3,VSAT,4,No overlapping Issue,99.23,99.15,97.16,812639.65,80-100,-,-
BTS 4G,MLU00230,WARU II,ZZX291,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU,SERAM BAGIAN TIMUR,TELUK WARU,WARU II,-3.407381,130.677173,3,VSAT,4,K1 : Tidak Overlap,99.99,99.47,92.58,298751.77,50-80,-,-
BTS 4G,PAP3188,YEREGA,ZZU842,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,SILOKARNODOGA,YEREGA,-3.9234,138.81945,3,VSAT,4,K1 : Tidak Overlap,99.86,99.6,99.51,140170.53,5-10,-,-
BTS 4G,MLA00121,TALAPAON,ZZY079,TELKOMSEL,PT. LINDU PUTRA UTAMA,10,MALUKU UTARA,HALMAHERA SELATAN,MAKIAN BARAT,TALAPAON,0.336773,127.350555,3,VSAT,4,No overlapping Issue,99.91,99.12,97.93,1435882.45,>100,-,-
BTS 4G,PAP7033,HOMANG,ZZV610,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,ASSUE,HOMANG,-6.15933,139.075436,3,VSAT,4,No overlapping Issue,99.96,99.77,99.46,313003.08,10-20,-,-
BTS 4G,PAP4345,KONIKME,ZZT789,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,YUGUNGWI,KONIKME,-3.916348,138.430475,3,VSAT,4,K1 : Tidak Overlap,99.86,99.49,99.14,1491818.81,>100,-,-
BTS 4G,PAP7497,SIWA,ZZV747,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,BENAWA,SIWA,-3.825083,139.661047,3,VSAT,4,No overlapping Issue,99.91,99.83,99.05,1525964.7,50-80,-,-
BTS 4G,PAP3562,TETOM,ZZT054,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,SARMI,BONGGO,TETOM,-2.34148,139.576931,3,VSAT,4,K2 : Overlap Sebagian,99.87,99.31,77.68,108482.17,50-80,-,-
BTS 4G,PAP7342,NATOKSILI,ZZV699,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,APALAPSILI,NATOKSILI,-3.87659,139.30933,3,VSAT,2,No overlapping Issue,100,99.55,99.2,460014.35,#DIV/0!,-,-
BTS 4G,PAP3583,KEDER,ZZT063,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,SARMI,PANTAI TIMUR BAGIAN BARAT,KEDER,-1.989914,139.015041,3,VSAT,2,K2 : Overlap Sebagian,99.88,99.65,99.62,148249.19,20-30,-,-
BTS 4G,PAP7015,WIYAGE,ZZV598,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,HAJU,WIYAGE,-6.324126,138.986608,3,VSAT,4,No overlapping Issue,99.95,99.84,99.55,664753.63,10-20,-,-
BTS 4G,PAP7631,GAAH,ZZV195,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,BOVEN DIGOEL,FOFI,GAAH,-6.066842,139.940838,3,VSAT,4,No overlapping Issue,99.87,99.4,99.78,23481.73,5-10,-,-
BTS 4G,PAP7339,SUWEWILI,ZZV696,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,APALAPSILI,SUWEWILI,-3.869932,139.312602,3,VSAT,2,No overlapping Issue,99.99,99.71,98.83,199886.2,20-30,-,-
BTS 4G,PAP4468,WANUGA,ZZT822,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,KOLAWA,WANUGA,-3.934694,138.670146,3,VSAT,6,No overlapping Issue,99.95,99.29,88.21,85713.09,30-50,-,-
BTS 4G,PAP4822,ARMOPA,ZZT098,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,SARMI,BONGGO,ARMOPA,-2.280077,139.600399,3,VSAT,4,K1 : Tidak Overlap,99.97,99.78,97.13,1195923.56,30-50,-,-
BTS 4G,PAP6980,ENEM,ZZV056,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,OBAA,ENEM,-6.542407,139.398735,3,VSAT,4,No overlapping Issue,99.89,99.68,99.65,226275.68,30-50,-,-
BTS 4G,PAP7686,BAAD,ZZV765,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,ANIMHA,BAAD,-8.101343,140.459441,3,VSAT,4,No overlapping Issue,99.91,99.31,99.32,1510744.76,30-50,-,-
BTS 4G,PAP7787,SUSKUN,ZZV108,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,ARSO TIMUR,SUSKUN,-2.976721,140.845646,3,VSAT,4,K1 : Tidak Overlap,99.67,99.16,99.17,1160432.89,30-50,-,-
BTS 4G,PAP6091,EMBI,ZZV027,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,WEB,EMBI,-3.700574,140.870845,3,VSAT,4,No overlapping Issue,99.96,99.89,96.25,485524.84,10-20,-,-
BTS 4G,PAP4286,MILINGGAME,ZZT756,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,TIOMNERI,MILINGGAME,-3.890883,138.417845,3,VSAT,4,No overlapping Issue,99.85,99.53,99.05,995495.26,20-30,-,-
BTS 4G,PAP4556,KABIGA,ZZT867,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,BUGUK GONA,KABIGA,-3.977909,138.523811,3,VSAT,2,No overlapping Issue,99.99,99.62,99.33,666300.39,10-20,-,-
BTS 4G,PAP6975,WANGGATE,ZZV109,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,OBAA,WANGGATE,-6.540556,139.52601,3,VSAT,4,No overlapping Issue,99.72,99.38,99.7,899823.09,10-20,-,-
BTS 4G,PAP6117,AMGOTRO,ZZV104,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,YAFFI,AMGOTRO,-3.633488,140.958296,3,VSAT,4,No overlapping Issue,99.9,99.71,98.81,51299.54,5-10,-,-
BTS 4G,PAP6092,YAMRAF DUA,ZZV028,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,WEB,YAMRAF DUA,-3.722308,140.874901,3,VSAT,2,No overlapping Issue,99.99,99.73,99.42,556627.87,10-20,-,-
BTS 4G,PAP6013,ALAKU,ZZV140,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,OKABA,ALAKU,-8.085033,139.750933,3,VSAT,4,No overlapping Issue,99.97,99.53,99.53,1298859.52,30-50,-,-
BTS 4G,PAP6956,YAFUFLA,ZZV591,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,BOVEN DIGOEL,KOMBAY,YAFUFLA,-5.332258,139.909708,3,VSAT,4,No overlapping Issue,99.97,99.76,99.66,202273.71,5-10,-,-
BTS 4G,PAP7008,MEMEMU,ZZV173,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,EDERA,MEMEMU,-7.134707,139.587852,3,VSAT,4,K1 : Tidak Overlap,99.82,99.53,99.05,1111809.32,50-80,-,-
BTS 4G,PAP3868,KOINGGAMBU,ZZT619,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,TIMORI,KOINGGAMBU,-3.616191,138.45682,3,VSAT,2,No overlapping Issue,99.92,99.75,72.92,65989.29,5-10,-,-
BTS 4G,PAP3335,TINGGINIME,ZZT412,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA TENGAH,PUNCAK JAYA,TINGGINAMBUT,TINGGINIME,-3.704592,138.099877,3,VSAT,2,No overlapping Issue,99.98,99.7,99.59,543226.96,20-30,-,-
BTS 4G,PAP7500,NARAU,ZZV749,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,BENAWA,NARAU,-3.610019,139.87982,3,VSAT,4,No overlapping Issue,99.82,99.73,98.54,1090661.55,10-20,-,-
BTS 4G,PAP6023,TURIRAM,ZZV142,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,KIMAAM,TURIRAM,-8.113907,138.768617,3,VSAT,4,No overlapping Issue,99.92,99.79,99.62,161357.35,10-20,-,-
BTS 4G,PAP3544,OMTE,ZZT046,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,SARMI,TOR ATAS,OMTE,-2.080515,138.915747,3,VSAT,2,No overlapping Issue,99.97,99.53,67.67,32105.88,5-10,-,-
BTS 4G,PAP3565,WAMARIRI,ZZT057,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,SARMI,APAWER HULU,WAMARIRI,-2.033444,138.541659,3,VSAT,2,No overlapping Issue,99.88,99.52,78,10573.14,10-20,-,-
BTS 4G,PAP4306,LUNERI,ZZT763,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,POGA,LUNERI,-3.801932,138.625678,3,VSAT,2,No overlapping Issue,99.95,98.82,78.3,5842.59,20-30,-,-
BTS 4G,PAP4343,NUMBO,ZZT787,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,TIOM OLLO,NUMBO,-3.90122,138.444836,3,VSAT,4,K1 : Tidak Overlap,99.98,99.82,99.91,61902.83,5-10,-,-
BTS 4G,PAP7697,KIRELY,ZZV148,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,ULILIN,KIRELY,-7.335419,140.831083,3,VSAT,4,No overlapping Issue,99.95,99.78,99.2,1506068.94,30-50,-,-
BTS 4G,PAP6356,LONDININ,ZZV545,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,EIPUMEK,LONDININ,-4.454874,140.025638,3,VSAT,4,No overlapping Issue,99.95,99.29,99.81,420135.33,30-50,-,-
BTS 4G,PAP6082,SAWANAWA,ZZV422,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,ARSO,SAWANAWA,-2.989069,140.687405,3,VSAT,4,No overlapping Issue,99.79,99.55,99.87,471028.56,20-30,-,-
BTS 4G,PAP4011,DOLUNGGUN,ZZT648,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,TELENGGEME,DOLUNGGUN,-3.62648,138.42155,3,VSAT,4,K1 : Tidak Overlap,99.99,99.74,99.44,543734.21,20-30,-,-
BTS 4G,PAP7022,WAROGOM,ZZV604,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,HAJU,WAROGOM,-6.284883,138.962765,3,VSAT,4,No overlapping Issue,99.96,99.87,99.36,373542.04,20-30,-,-
BTS 4G,PAP6009,MAKALING,ZZV138,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,OKABA,MAKALING,-8.106281,139.664719,3,VSAT,4,No overlapping Issue,99.97,99.11,99.65,1697557.59,30-50,-,-
BTS 4G,PAP4126,ANGGRESO,ZZT134,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA,MAMBERAMO RAYA,MAMBERAMO TENGAH,ANGGRESO,-2.278224,138.049848,3,VSAT,4,K1 : Tidak Overlap,99.96,90.33,99.74,203395.43,10-20,-,-
BTS 4G,PAP7700,AMGOTRO 2,ZZV768,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,YAFFI,AMGOTRO 2,-3.656568,140.949557,3,VSAT,2,No overlapping Issue,99.88,99.56,97.31,85525.82,10-20,-,-
BTS 4G,PAP4362,BUMALOME,ZZT798,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,MOKONI,BUMALOME,-3.947969,138.469621,3,VSAT,4,K1 : Tidak Overlap,99.99,99.39,99.45,1092355.8,30-50,-,-
BTS 4G,PAP4236,WENAM,ZZT734,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,PIRIME,WENAM,-3.96806,138.545286,3,VSAT,2,No overlapping Issue,99.83,99.39,99.66,527170.93,20-30,-,-
BTS 4G,PAP3857,YALOGO,ZZT610,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,NUMBA,YALOGO,-3.67719,138.5102,3,VSAT,2,K1 : Tidak Overlap,99.99,92.93,89.9,197206.45,10-20,-,-
BTS 4G,PAP7111,BU,ZZV622,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,ASMAT,SAWAERMA,BU,-5.05928,138.3977,3,VSAT,2,No overlapping Issue,99.99,99.85,99.43,937375.35,20-30,-,-
BTS 4G,PAP6014,SANGGASE,ZZV152,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,OKABA,SANGGASE,-8.095397,139.8228,3,VSAT,4,No overlapping Issue,99.96,99.71,99.68,894315.12,20-30,-,-
BTS 4G,PAP6981,KOGO,ZZV057,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,OBAA,KOGO,-6.529646,139.417372,3,VSAT,4,K1 : Tidak Overlap,99.99,99.54,99.73,413181.05,30-50,-,-
BTS 4G,PAP6027,KUMAAF,ZZV143,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,ULILIN,KUMAAF,-7.33361,140.655922,3,VSAT,4,K1 : Tidak Overlap,99.97,99.56,99.63,472286.12,80-100,-,-
BTS 4G,PAP6955,SINIMBURU,ZZV049,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,BOVEN DIGOEL,KOMBAY,SINIMBURU,-5.294216,139.94303,3,VSAT,4,No overlapping Issue,99.98,99.89,99.56,18744.55,0-5,-,-
BTS 4G,PAP7264,PRIMAPUN,ZZV667,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,ASMAT,SAFAN,PRIMAPUN,-6.31731,138.43261,3,VSAT,2,K1 : Tidak Overlap,99.95,99.32,97.51,646379.52,20-30,-,-
BTS 4G,PAP7156,BINAM,ZZV641,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,ASMAT,SUATOR,BINAM,-5.351495,139.308986,3,VSAT,4,K1 : Tidak Overlap,99.99,98.43,97.67,1473220.76,50-80,-,-
BTS 4G,PAP4068,AGAIN,ZZU438,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,KAI,AGAIN,-3.67092,138.53445,3,VSAT,4,K2 : Overlap Sebagian,99.95,99.81,99.17,731540.57,10-20,-,-
BTS 4G,PAP4339,WAYULEME,ZZT184,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,TIOM OLLO,WAYULEME,-3.897197,138.461652,3,VSAT,4,K1 : Tidak Overlap,99.84,99.59,99.74,95528.72,5-10,-,-
BTS 4G,PAP7626,AMBORAN,ZZV097,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,BOVEN DIGOEL,SESNUK,AMBORAN,-6.167369,140.736253,3,VSAT,4,No overlapping Issue,99.95,99.94,99.77,62255.58,0-5,-,-
BTS 4G,PAP6899,AMPERA,ZZV080,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,BOVEN DIGOEL,MANDOBO,AMPERA,-6.155456,140.239873,3,VSAT,4,No overlapping Issue,99.97,99.68,99.26,821310.26,10-20,-,-
BTS 4G,PAP6366,MUNGKONA,ZZV551,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,EIPUMEK,MUNGKONA,-4.460442,140.025123,3,VSAT,4,No overlapping Issue,99.93,99.41,99.69,541504.91,20-30,-,-
BTS 4G,PAP6033,ELNGGOL JAYA,ZZV011,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,ELIGOBEL,ELNGGOL JAYA,-7.410761,140.550137,3,VSAT,4,K3 : Full Overlap,99.89,99.69,99.72,39361.76,30-50,-,-
BTS 4G,PAP3025,TIKAWO,ZZT101,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,ASOLOGAIMA,TIKAWO,-3.920715,138.783887,3,VSAT,4,No overlapping Issue,99.96,99.45,99.65,1347170.7,50-80,-,-
BTS 4G,PAP3042,WENAMELA,ZZT310,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,JAYAWIJAYA,BOLAKME,WENAMELA,-3.85742,138.722804,3,VSAT,2,No overlapping Issue,99.95,99.77,99.7,577172.27,20-30,-,-
BTS 4G,PAP7025,PAGHAI,ZZV124,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MAPPI,HAJU,PAGHAI,-6.375937,139.224727,3,VSAT,4,No overlapping Issue,99.96,99.66,99.79,363962.1,30-50,-,-
BTS 4G,PAP4111,WONABU,ZZT687,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,TOLIKARA,BIUK,WONABU,-3.654946,138.455743,3,VSAT,4,K1 : Tidak Overlap,99.94,99.02,99.6,1106091.24,50-80,-,-
BTS 4G,PAP4550,GIPURA,ZZT132,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,MUARA,GIPURA,-3.809117,138.596621,3,VSAT,4,No overlapping Issue,99.99,99.86,99.67,53115.04,10-20,-,-
BTS 4G,PAP4516,KUBAGALO,ZZT844,TELKOMSEL,KSO SCI NUSA PAPUA,14,PAPUA PEGUNUNGAN,LANNY JAYA,YILUK,KUBAGALO,-3.875563,138.608751,3,VSAT,4,No overlapping Issue,99.91,99.68,99.51,20028.5,10-20,-,-
BTS 4G,PAP7685,ONGGARI,ZZV764,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,MALIND,ONGGARI,-8.299131,140.132938,3,VSAT,4,No overlapping Issue,99.6,99.36,98.42,1745427.89,30-50,-,-
BTS 4G,PAP6113,PYAWI,ZZV103,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA,KEEROM,MANNEM,PYAWI,-3.027078,140.840075,3,VSAT,4,K1 : Tidak Overlap,99.7,99.3,99.66,1411624.91,50-80,-,-
BTS 4G,PAP7722,KALI RONA,ZZV779,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,BENAWA,KALI RONA,-3.719287,139.755016,3,VSAT,4,No overlapping Issue,99.59,99.49,97.96,1131101.46,30-50,-,-
BTS 4G,PAP6047,WELBUTI,ZZV413,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA SELATAN,MERAUKE,TUBANG,WELBUTI,-7.753524,139.502093,3,VSAT,4,No overlapping Issue,99.97,99.87,99.88,665062.23,10-20,-,-
BTS 4G,PAP7506,PALUKE,ZZV750,TELKOMSEL,KSO SCI NUSA PAPUA,15,PAPUA PEGUNUNGAN,YALIMO,BENAWA,PALUKE,-3.673664,139.767721,3,VSAT,2,No overlapping Issue,99.68,99.69,98.02,317153.88,10-20,-,-
